numero_de_cliente	prob
29183733	0.00337772584074156
29184468	0.00252553926569953
29185245	0.0204157828672967
29186441	0.00883880007208374
29186475	0.00938000554585287
29187730	0.00173857927928482
29187764	0.00485689204822379
29187961	0.0103880908354712
29189899	0.00550025796956519
29189993	0.0134426902089256
29190113	0.00485892291270486
29192179	0.013224033799797
29193101	0.012908990969562
29193281	0.00526101416952068
29193324	0.0176897455101817
29195356	0.0201970468164238
29195433	0.00258431487303403
29196099	0.0167150898427567
29196902	0.0137822427859861
29198055	0.00408532282890582
29198891	0.0146113133447289
29199242	0.0172410240120457
29200335	0.00271106470917612
29200343	0.0129280054360269
29200514	0.0170822781051087
29200651	0.0188683636849017
29200727	0.0112506706581516
29200770	0.000518487666191661
29200984	0.0116971024561375
29201086	0.00310570946289468
29201359	0.0141278083147455
29201599	0.0161666967015595
29201701	0.0083053596683893
29201897	0.0101476524092613
29202119	0.0151897314235482
29202512	0.006738408348191
29203324	0.00494634963757133
29203657	0.0108373698258177
29204767	0.00738418343229915
29205228	0.0107545025908156
29205441	0.998703117397025
29205663	0.00297601288221143
29205988	0.00674963783414515
29206065	0.0116206662919921
29206586	0.000191458753431091
29207790	0.0097141225738611
29207901	0.0180919562296141
29208268	0.0159600861062647
29208439	0.0144275798405003
29210856	0.000699294336315179
29211778	0.0183278749868317
29211889	0.0140498390470212
29213699	0.0169635322642743
29214032	0.0180549626393609
29214434	0.00587168715480406
29215330	0.000537303028295693
29215595	0.0160417786255376
29215689	0.00799943581788299
29216697	0.00877946697253875
29216714	0.0174562160052947
29217414	0.00868574854986819
29217500	0.013884104577017
29217713	0.0189917287469086
29217944	0.0141440154097218
29218080	0.0103308881525877
29218302	0.0139313122209839
29218635	0.0163841983053949
29219250	0.00463503005888492
29220036	0.0119670481486311
29220198	0.00401073833531671
29220335	0.997926844165602
29220659	0.0114730104979566
29220873	0.0137077180237052
29221163	0.0142079677304395
29223409	0.0192908830491447
29223674	0.00047954285320173
29224049	0.0206947479873386
29224058	0.0162610522581849
29224485	0.0191683940463257
29225467	0.0083837271448353
29225834	0.000614177222035032
29226090	0.00661432651048483
29226475	0.0101384736982243
29226748	0.0077615857483647
29227226	0.0144938815926764
29227628	0.0113647574569411
29228003	0.0131340585391112
29229122	0.00527053135797118
29229250	0.0147755545320264
29231155	0.0177774310707174
29231727	0.0189202502813494
29233708	0.0053875250804297
29233896	0.0203197548340398
29234058	0.0169153689193752
29234425	0.999510735223082
29234519	0.0165469262995497
29235194	0.00914721272710117
29236620	0.00177262612499688
29236868	0.0152870337247148
29237004	0.012613221441461
29237056	0.00540343351886475
29239062	0.0194096288899791
29239079	0.0108265385485854
29239233	0.015801161005403
29239276	0.0183656251736563
29239908	0.0153599855625446
29240027	0.00208848528311157
29240386	0.0175609249886864
29240668	0.00926430600174013
29240787	0.0206598250824387
29241428	0.00146584612573874
29241462	0.0195054179980029
29241599	0.0089663264152333
29241804	0.0181421106181221
29242914	0.00267699795302797
29243631	0.00555996936739587
29244366	0.0100359946836746
29247636	0.999738858443979
29247850	0.0176139265695551
29248448	0.00425985771166132
29248729	0.0113961562146534
29249609	0.00593106007522123
29250062	0.0165683897496535
29250864	0.439488337336095
29251231	0.0184103440131121
29251667	0.000965058837230135
29251718	0.00932399748913473
29251906	0.0199508343637482
29251923	0.0149376254817902
29252085	0.00484566256226964
29252273	0.0178476750892391
29252564	0.997825849142844
29252606	0.00347745721511098
29253033	0.00764234214662814
29255296	0.0140888834121916
29255493	0.0153689452587846
29255740	0.00208179537658569
29256612	0.0145024829010668
29257551	0.00432894692488989
29257790	0.00469944031963258
29257867	0.0104263985145063
29258584	0.00045794003004525
29258593	0.00901930808566593
29259199	0.0128631173248131
29261565	0.0115345138350353
29263887	0.16078052880726
29264673	0.0040163331678577
29264904	0.017436803330108
29266022	0.00283916845497226
29266637	0.00494202907294003
29267141	0.00831421981244887
29267243	0.0183681737094757
29267295	0.0114722539013852
29267927	0.0192261940422918
29268328	0.0169476238258393
29268644	0.00371976722231318
29269327	0.00587063190169135
29269464	0.0050885897929906
29269677	0.0165048555480938
29270813	0.00859897886939266
29271488	0.00646270853966767
29271838	0.0194646016040206
29273315	0.00494372146000759
29273998	0.0153803539386636
29274460	0.0148095814673024
29276424	0.0210943504396433
29276646	0.00498603113669655
29276723	0.00576359339727729
29277081	0.0159785629909553
29277175	0.858531967378957
29278567	0.0129684435317235
29278653	0.0055803974748231
29279088	0.0175553102457093
29279276	0.00133037551858971
29279823	0.0135106047064249
29280292	0.0134902960616142
29280480	0.017057489612178
29280890	0.9995541003176
29281095	0.0185091993282936
29281616	0.00392990196479568
29281889	0.00168332781913806
29282197	0.00219620074235265
29283110	0.00349796496428257
29283409	0.0139629698143653
29283563	0.00874032305518793
29284246	0.013898659105798
29284331	0.0137933926301959
29284665	0.000291528605214025
29286091	0.0131068011521054
29287807	0.0200738808587777
29287816	0.0167742437483769
29287875	0.0170446274704645
