numero_de_cliente	prob
29183733	2.86662242187271e-09
29184468	2.08218090468143e-09
29185245	1.53643971896542e-07
29186441	8.06040632905444e-09
29186475	8.65097520626616e-09
29187730	1.78547670204388e-09
29187764	3.14785590492298e-09
29187961	9.50880507046477e-09
29189899	4.63243242986892e-09
29189993	1.70863581234406e-08
29190113	3.26054209310497e-09
29192179	1.68768056029074e-08
29193101	1.47809970631529e-08
29193281	4.92904180397061e-09
29193324	5.04094738007589e-08
29195356	1.53968644731197e-07
29195433	2.10488138627282e-09
29196099	3.77082109136183e-08
29196902	1.90877882768017e-08
29198055	2.91072007595892e-09
29198891	2.25343795164129e-08
29199242	4.2672944089491e-08
29200335	2.0450928928029e-09
29200343	1.70253655723049e-08
29200514	4.10963710010696e-08
29200651	1.05142575603858e-07
29200727	1.07737159440632e-08
29200770	1.01129797849679e-09
29200984	1.20478480634018e-08
29201086	2.19605869203777e-09
29201359	2.04200301612918e-08
29201599	3.27007329258947e-08
29201701	6.00080978007625e-09
29201897	9.2600219471849e-09
29202119	2.93504990422356e-08
29202512	5.11710884017815e-09
29203324	3.38171902864666e-09
29203657	9.59801926954655e-09
29204767	5.05475362064856e-09
29205228	1.06612990303099e-08
29205441	0.904754760893969
29205663	3.19451422119697e-09
29205988	5.12254492519798e-09
29206065	1.29581189016218e-08
29206586	5.58109202352525e-10
29207790	7.63377089822451e-09
29207901	6.70063568773627e-08
29208268	2.93615925843801e-08
29208439	2.12004826480296e-08
29210856	1.10818130872002e-09
29211778	6.51114102306881e-08
29211889	1.90699185886013e-08
29213699	4.13899409975479e-08
29214032	5.47569979147639e-08
29214434	3.8918679813751e-09
29215330	9.91996797823786e-10
29215595	3.07251879662127e-08
29215689	5.85712873578853e-09
29216697	7.18222714593011e-09
29216714	4.55424249637132e-08
29217414	8.00930311892679e-09
29217500	1.86191820479218e-08
29217713	8.74346871980391e-08
29217944	1.98417205448973e-08
29218080	8.91331787453463e-09
29218302	1.88489299699683e-08
29218635	3.42193002832084e-08
29219250	3.36044846606763e-09
29220036	1.28105636337164e-08
29220198	2.89811683503162e-09
29220335	0.999990989358871
29220659	1.09179668312783e-08
29220873	2.02386820523489e-08
29221163	2.06529160769835e-08
29223409	8.95769401804719e-08
29223674	8.96250444762146e-10
29224049	1.92501990846731e-07
29224058	3.24975654980515e-08
29224485	8.48732973875244e-08
29225467	7.07080143439516e-09
29225834	1.04830741603529e-09
29226090	4.6776168689038e-09
29226475	9.08766807345835e-09
29226748	5.72612717484373e-09
29227226	2.16634752707239e-08
29227628	1.11121983521027e-08
29228003	1.56026464251866e-08
29229122	3.48193470604889e-09
29229250	2.29232613934036e-08
29231155	5.38061331489908e-08
29231727	7.7068339211702e-08
29233708	3.95849307360296e-09
