numero_de_cliente	prob
29183733	0.119648793388918
29184468	0.098055956691403
29185245	0.887870587142283
29186441	0.377125739584771
29186475	0.401719659702292
29187730	0.0685366233280905
29187764	0.187560430276725
29187961	0.450133436869104
29189899	0.217860625550766
29189993	0.583895466922866
29190113	0.203933272393826
29192179	0.573514883140208
29193101	0.560457119300406
29193281	0.19625037276322
29193324	0.769049194537135
29195356	0.878087372114998
29195433	0.0664925932488214
29196099	0.726675957811887
29196902	0.597176683480209
29198055	0.167104874564049
29198891	0.634401750472966
29199242	0.748997691301513
29200335	0.10450096981625
29200343	0.557102142791691
29200514	0.742691556866437
29200651	0.815555218513865
29200727	0.487604077571474
29200770	0.0178519973611597
29200984	0.506362199704583
29201086	0.121135802634476
29201359	0.612368985565782
29201599	0.701414395051639
29201701	0.347385496136244
29201897	0.42234632826069
29202119	0.65557329477276
29202512	0.287182952760178
29203324	0.187558640069919
29203657	0.4592011290215
29204767	0.258677481005866
29205228	0.457392750015239
29205441	0.970330950031982
29205663	0.0680402177091094
29205988	0.287708161556396
29206065	0.500625111023101
29206586	0.004464521302795
29207790	0.416166723751207
29207901	0.785398542633798
29208268	0.693606216209563
29208439	0.626968743142031
29210856	0.0258026903592517
29211778	0.795748946400954
29211889	0.608531901798479
29213699	0.73738730285425
29214032	0.784668749050656
29214434	0.252975566393858
29215330	0.0222931523756771
29215595	0.697267442283556
29215689	0.345189589772337
29216697	0.377538586213106
29216714	0.758583992508549
29217414	0.369608937833431
29217500	0.6031978463953
29217713	0.825370592666667
29217944	0.614746327743424
29218080	0.446038008201089
29218302	0.602032749569468
29218635	0.711726820429884
29219250	0.194988934996423
29220036	0.519973342556479
29220198	0.165319044426671
29220335	0.952819115929493
29220659	0.493580258086179
29220873	0.590549445645882
29221163	0.616294058512306
29223409	0.838838594864626
29223674	0.0178620926049655
29224049	0.899893759772803
29224058	0.706648305137957
29224485	0.833444033324813
29225467	0.355003484417653
29225834	0.0249004237581462
29226090	0.285456980417495
29226475	0.439695265789254
29226748	0.296069215099314
29227226	0.629343876097176
29227628	0.493975081428613
29228003	0.56577906127168
29229122	0.222887732098129
29229250	0.642361677953137
29231155	0.772083249394377
29231727	0.822669769342348
29233708	0.227100637776147
29233896	0.883515846506225
29234058	0.733689955906896
29234425	0.988864396518271
29234519	0.719138665011975
29235194	0.394965298495747
29236620	0.0737661447371532
29236868	0.657171824189564
29237004	0.547582989795369
29237056	0.223004988715305
29239062	0.844126085557268
29239079	0.469155810256326
29239233	0.685334495368729
29239276	0.798364887835697
29239908	0.66735517868241
29240027	0.0754093028965783
29240386	0.763162525776935
29240668	0.39061115114479
29240787	0.898428617271947
29241428	0.0400549307206846
29241462	0.848193308296496
29241599	0.388843102432674
29241804	0.788860863736245
29242914	0.106644724839125
29243631	0.235221255236334
29244366	0.434390758567526
29247636	0.994057293534079
29247850	0.764134054066856
29248448	0.167049207007745
29248729	0.482455322889705
29249609	0.241337787947804
29250062	0.719406592678535
29250864	0.928520893249507
29251231	0.800235318796418
29251667	0.0355004916914628
29251718	0.40216996033486
29251906	0.867513719101926
29251923	0.647272699611795
29252085	0.207207547317495
29252273	0.775612502776234
29252564	0.950505405864523
29252606	0.13853842157397
29253033	0.289755536361475
29255296	0.612795643675522
29255493	0.667592605713702
29255740	0.053863794885126
29256612	0.630467715190644
29257551	0.161818557125267
29257790	0.203362586042506
29257867	0.449087987811693
29258584	0.0190630917670268
29258593	0.3860570569918
29259199	0.557866475410602
29261565	0.500962223118002
29263887	0.928205670955819
29264673	0.164049275498597
29264904	0.758333036689377
29266022	0.0923852033644804
29266637	0.202375225336146
29267141	0.35485285431817
29267243	0.79852766064841
29267295	0.49783311828782
29267927	0.836071781586567
29268328	0.733940994287709
29268644	0.153251023666837
29269327	0.25444760939877
29269464	0.218835211546006
29269677	0.702104838679783
29270813	0.369501410751154
29271488	0.25026836560706
29271838	0.846433994149266
29273315	0.159849522757724
29273998	0.665691503463664
29274460	0.641304169694902
29276424	0.917296454158881
29276646	0.211905425780541
29276723	0.246712511832617
29277081	0.694915036559811
29277175	0.951874068059225
29278567	0.563329691965923
29278653	0.238917217117089
29279088	0.762543592422514
29279276	0.0290643109704775
29279823	0.582938548448743
29280292	0.582500287262475
29280480	0.739536805353647
29280890	0.989853879992969
29281095	0.800069647919804
29281616	0.125687909298129
29281889	0.0606399836928032
29282197	0.0780227666072514
29283110	0.137035720476676
29283409	0.604448585086062
29283563	0.377625600748622
29284246	0.60259161341891
29284331	0.599165480783221
29284665	0.00680813780665365
29286091	0.55413237514574
29287807	0.872831676636444
29287816	0.729326605663534
29287875	0.740790475214465
29288251	0.771644516207368
29289361	0.486324380838708
29290215	0.995390802336452
29290583	0.922386638920562
29291607	0.400500954444198
29292034	0.480177943763699
29292094	0.653701842759386
29292171	0.783047443868088
29292180	0.985270903239345
29292453	0.582275165891871
29292846	0.321017631442425
29293298	0.032387354132496
29294255	0.129269902723859
29295356	0.251991112507237
29295519	0.374807072744359
29295903	0.649259466934006
29295980	0.12187765553693
29296168	0.884683463740062
29297201	0.592623944481942
29297517	0.249778251050284
29297636	0.685101000779328
29297679	0.715132396299082
29298379	0.48064013100795
29298396	0.938214007356471
29298431	0.725662529793775
29299635	0.231035032540192
29300318	0.169207191600703
29300335	0.80845073176951
29300881	0.316224503818001
29300941	0.0541573888364781
29301539	0.552928779150923
29301872	0.0460880402851864
29302760	0.172609192845963
29303076	0.908970249361339
29304084	0.856158554111699
29304511	0.734262301968566
29304673	0.682668711954568
29305083	0.690453351767369
29305638	0.723424591615605
29305809	0.0672030262953493
29306825	0.140581944649469
29306859	0.85889483126078
29307013	0.0725149460300981
29307739	0.384666595987023
29309353	0.648330103483963
29309609	0.461568590105004
29309823	0.632889199917893
29314682	0.0804735825544983
29314912	0.380612531940777
29315442	0.272027542740426
29315630	0.684023302874495
29316236	0.132114748342462
29316458	0.789400320734269
29316595	0.676159022262655
29317022	0.46200822882252
29319353	0.394851265178169
29319447	0.419617708105479
29320728	0.590204206706429
29320873	0.776473618522995
29321087	0.378352006709289
29321104	0.891986868334611
29321163	0.113834978958156
29322410	0.532986791618467
29323725	0.482057021140928
29323845	0.667139842015776
29324537	0.663888029850721
29324588	0.0387859535850722
29324759	0.658834483326046
29325391	0.616103757586223
29326526	0.179000877762618
29326629	0.0179922767467675
29330267	0.75291776896346
29331172	0.553212107807362
29331548	0.935555659263357
29332120	0.0195432934871729
29333982	0.29171976812111
29334332	0.0594200252726755
29334690	0.0418290111781487
29334750	0.121543037645076
29336236	0.337114359240975
29336245	0.609163351879198
29336586	0.140392356269459
29336595	0.937376907997939
29336825	0.792726537793645
29336868	0.617759385701592
29337013	0.0576921361284314
29337543	0.2366403187926
29338004	0.727328874760017
29338140	0.000713343177446858
29339037	0.0462780388385345
29339652	0.511609771529044
29340822	0.102864980629635
29342709	0.66228414448194
29343486	0.672598632806379
29343597	0.378222996382813
29344204	0.84351986841238
29344588	0.0044036668903925
29344682	0.408691484589585
29344716	0.615351387060621
29344801	0.104391466643377
29344861	0.642163831722443
29345288	0.0853965438011505
29345860	0.860735022133459
29346321	0.0232584131780129
29346509	0.794351577166954
29346748	0.82662284812849
29346800	0.409354130934164
29347526	0.14541822740952
29347841	0.166789651660137
29347901	0.204374039489974
29347918	0.188268548353374
